#r11	r12	r13	r21	r22	r23	r31	r32	r33	tx	ty	tz
-0.0504366	-0.0857405	-0.99504	-0.814245	0.580455	-0.00874406	0.578326	0.809766	-0.09909	8.00128	-165.144	775.999
-0.103389	-0.163041	-0.981187	-0.799448	0.600534	-0.0155501	0.591772	0.782801	-0.192431	12.9108	-161.058	781.94
-0.156704	-0.238459	-0.958427	-0.794949	0.606317	-0.0208781	0.586089	0.758628	-0.284575	7.19002	-157.207	788.898
-0.215998	-0.307089	-0.926845	-0.781091	0.623928	-0.0246944	0.585868	0.718617	-0.374632	1.72461	-151.566	804.317
-0.277565	-0.369956	-0.886617	-0.767482	0.640502	-0.0269921	0.577866	0.672971	-0.461716	-2.40775	-144.736	813.621
-0.340319	-0.426526	-0.838009	-0.754039	0.656241	-0.0277919	0.56179	0.622433	-0.544949	1.50242	-136.784	823.47
-0.403138	-0.476378	-0.781373	-0.740672	0.671318	-0.0271417	0.537479	0.567799	-0.623474	6.32605	-131.634	834.743
-0.457594	-0.525644	-0.717151	-0.736782	0.675664	-0.0251164	0.497756	0.516891	-0.696465	3.81555	-120.961	846.262
-0.509016	-0.568993	-0.645871	-0.732684	0.680219	-0.0218175	0.451748	0.462114	-0.763134	1.95518	-114.992	861.499
-0.556643	-0.606106	-0.568141	-0.728244	0.685097	-0.0173709	0.399761	0.404076	-0.822748	-0.142311	-102.863	874.369
-0.607723	-0.629118	-0.484648	-0.714573	0.699459	-0.0119256	0.346494	0.339069	-0.874628	-1.47723	-96.3149	888.603
-0.639086	-0.630195	-0.440935	-0.70019	0.713935	-0.00552491	0.31828	0.305207	-0.897522	-0.790344	-83.1918	897.134
-0.682182	-0.641931	-0.350076	-0.685632	0.727947	0.00124031	0.25404	0.240869	-0.936721	3.32703	-76.2534	910.974
-0.711498	-0.654606	-0.255464	-0.678701	0.734365	0.0085116	0.182032	0.179439	-0.966781	5.06801	-69.1807	927.699
-0.73383	-0.660701	-0.158011	-0.67093	0.741347	0.0160763	0.106519	0.117811	-0.987307	7.88068	-62.2046	941.882
-0.755503	-0.652512	-0.0586737	-0.654509	0.755683	0.0237127	0.0288658	0.0563175	-0.997995	10.7477	-55.3785	956.525
-0.769511	-0.638576	-0.00856929	-0.638494	0.768993	0.0312195	-0.0133463	0.0294951	-0.999476	15.1546	-40.8438	962.986
-0.774159	-0.630252	-0.0588217	-0.632638	0.773485	0.0386122	0.0211623	0.0671048	-0.997521	18.0791	-25.6431	953.756
-0.771166	-0.61645	-0.159036	-0.629462	0.775695	0.0455406	0.0952903	0.135227	-0.986222	24.5682	-10.4368	935.81
-0.774134	-0.597617	-0.208736	-0.619051	0.783602	0.0523844	0.13226	0.169771	-0.976568	28.1309	-3.01506	927.426
-0.762646	-0.569499	-0.306662	-0.612199	0.78857	0.0580487	0.208766	0.232009	-0.950047	36.13	5.54574	911.533
-0.753377	-0.553772	-0.354626	-0.61042	0.789492	0.063949	0.244561	0.264648	-0.932819	40.4231	20.2107	902.842
-0.724131	-0.52442	-0.447903	-0.612351	0.787677	0.0677565	0.31727	0.323338	-0.891511	49.4524	28.8272	886.28
-0.686629	-0.490366	-0.536732	-0.61548	0.785024	0.0701607	0.386943	0.378522	-0.840831	57.8782	37.3835	866.72
-0.666285	-0.469676	-0.579197	-0.616635	0.783785	0.0737755	0.419315	0.406308	-0.811843	62.4275	45.2466	858.043
-0.619195	-0.426013	-0.659629	-0.617258	0.783317	0.0735252	0.485376	0.452688	-0.747986	61.4518	52.4608	837.516
-0.594673	-0.400051	-0.697368	-0.61591	0.784205	0.0753451	0.516738	0.474322	-0.712742	65.0555	64.8612	822.665
-0.567693	-0.374097	-0.733332	-0.615587	0.784356	0.0764165	0.546606	0.49481	-0.675562	78.4111	71.8789	807.844
-0.536876	-0.35049	-0.767412	-0.61961	0.781152	0.0767092	0.572579	0.516679	-0.636549	92.5851	78.5078	792.568
-0.46889	-0.303549	-0.829458	-0.627378	0.775484	0.0708577	0.621723	0.553608	-0.554057	100.151	84.3446	779.515
-0.434118	-0.276908	-0.857242	-0.629794	0.77369	0.0690172	0.644128	0.569848	-0.510267	103.443	90.0514	767.691
-0.357663	-0.226682	-0.905921	-0.637994	0.767717	0.0597835	0.681939	0.599354	-0.419206	108.888	95.7273	756.409
-0.318462	-0.199667	-0.926669	-0.641755	0.764881	0.0557405	0.697662	0.612446	-0.371723	120.164	100.326	744.837
-0.235579	-0.147055	-0.960665	-0.649709	0.758957	0.0431468	0.722759	0.634318	-0.274337	114.155	104.696	735.408
-0.149938	-0.0929684	-0.984315	-0.655828	0.754367	0.0286509	0.73987	0.649837	-0.17408	106.152	107.75	722.85
-0.0621781	-0.0384636	-0.997324	-0.662151	0.749268	0.0123849	0.746787	0.661149	-0.0720568	105.499	110.504	706.706
0.0264489	0.0163403	-0.999517	-0.667304	0.744766	-0.00548238	0.744316	0.667126	0.0306022	102.326	113.148	696.843
0.0707696	0.0437111	-0.996535	-0.671965	0.740426	-0.0152427	0.737194	0.670715	0.081772	100.275	114.4	687.53
0.158707	0.0981815	-0.982432	-0.675337	0.736656	-0.0354782	0.720231	0.669103	0.183218	89.5786	114.548	685.033
0.201926	0.125376	-0.971343	-0.679664	0.732028	-0.0468045	0.705182	0.669638	0.233029	89.0214	113.031	682.044
0.244388	0.152612	-0.957593	-0.684008	0.72711	-0.058686	0.687319	0.669344	0.282085	86.5699	111.885	673.042
0.327159	0.205894	-0.922266	-0.68494	0.724046	-0.0813293	0.651018	0.658305	0.377903	74.8713	107.11	661.295
0.405776	0.25789	-0.876834	-0.684223	0.721767	-0.104359	0.605957	0.642296	0.46933	61.3204	104.075	650.763
0.443183	0.283335	-0.850477	-0.685266	0.718728	-0.117649	0.577927	0.634943	0.512687	53.4856	100.596	649.858
0.513566	0.332901	-0.790839	-0.682098	0.717559	-0.140896	0.520569	0.611789	0.595585	37.3839	91.3607	641.942
0.546308	0.356933	-0.757725	-0.68157	0.715264	-0.15447	0.486838	0.60083	0.634029	28.7711	82.6405	641.966
0.575655	0.382839	-0.722534	-0.683433	0.710396	-0.168095	0.448932	0.590569	0.670588	15.4284	72.889	635.29
0.604512	0.406	-0.685368	-0.681874	0.708542	-0.181702	0.411841	0.577176	0.705163	0.783554	66.7394	628.865
0.629159	0.431754	-0.646333	-0.683334	0.703522	-0.195221	0.370422	0.564487	0.73766	-9.62788	54.1712	623.7
0.67623	0.475015	-0.563093	-0.675478	0.704852	-0.216595	0.294011	0.526825	0.797504	-25.0846	45.276	624.944
0.693514	0.49955	-0.519122	-0.676056	0.700262	-0.229306	0.248972	0.509982	0.823366	-44.0945	37.4743	625.498
0.711269	0.51928	-0.473755	-0.672016	0.699994	-0.241667	0.206133	0.490261	0.846849	-55.2679	22.4126	626.282
0.722895	0.543127	-0.427124	-0.672344	0.69544	-0.253607	0.159298	0.470506	0.867899	-76.1727	7.73725	627.29
0.735639	0.561176	-0.379363	-0.667501	0.695835	-0.26506	0.115229	0.448214	0.886469	-97.6966	-1.18394	623.6
0.758494	0.588006	-0.280956	-0.650834	0.705453	-0.280625	0.033192	0.395707	0.917777	-112.433	-12.5495	621.617
0.759091	0.608779	-0.230585	-0.650814	0.701578	-0.290224	-0.0149086	0.370374	0.928763	-123.271	-22.0253	623.351
0.762752	0.633855	-0.128211	-0.638852	0.707772	-0.30154	-0.100389	0.311908	0.944794	-145.021	-33.9939	622.383
0.762976	0.64596	-0.0245661	-0.62018	0.720749	-0.309674	-0.182331	0.251509	0.950525	-165.206	-46.1782	632.462
0.748258	0.658661	-0.0792165	-0.645764	0.695793	-0.314421	-0.151979	0.286424	0.945972	-173.699	-57.7324	609.233
0.737521	0.662538	-0.130789	-0.664146	0.676492	-0.318228	-0.12236	0.321562	0.938949	-181.612	-62.4634	587.336
0.724521	0.664807	-0.181936	-0.682809	0.656284	-0.321034	-0.0940238	0.356824	0.929428	-188.835	-74.0609	575.593
0.699625	0.6563	-0.282478	-0.713759	0.62384	-0.318389	-0.0327373	0.424374	0.904895	-202.953	-75.7878	552.148
0.66736	0.640584	-0.379845	-0.744334	0.590455	-0.311976	0.0244348	0.490932	0.870855	-206.112	-77.0385	534.04
0.628298	0.617661	-0.473008	-0.774175	0.5564	-0.301783	0.0767817	0.5558	0.827763	-214.109	-78.1599	512.557
0.583098	0.587609	-0.560992	-0.802933	0.52196	-0.287847	0.123674	0.618282	0.776165	-219.838	-85.102	492.186
0.554729	0.573573	-0.602735	-0.820431	0.497625	-0.281538	0.138453	0.650679	0.746624	-226.932	-88.1549	474.928
0.50191	0.532971	-0.681196	-0.846916	0.462702	-0.261993	0.175556	0.708413	0.683616	-226.9	-88.8608	460.563
0.470367	0.513454	-0.717719	-0.863023	0.437451	-0.252644	0.184246	0.738243	0.648885	-229.732	-91.3802	445.354
0.438086	0.492079	-0.752289	-0.878504	0.41176	-0.242249	0.190557	0.767015	0.61268	-227.169	-93.5643	437.206
0.405239	0.468857	-0.784828	-0.893289	0.385681	-0.230835	0.194465	0.794622	0.575117	-225.276	-94.767	429.538
0.365249	0.449378	-0.815262	-0.912641	0.345504	-0.218432	0.183518	0.823824	0.536316	-220.239	-95.4904	422.369
0.30539	0.387926	-0.869627	-0.931595	0.310795	-0.188511	0.197148	0.86771	0.456304	-207.278	-94.2281	409.862
0.272155	0.357352	-0.893438	-0.942923	0.284209	-0.173552	0.191904	0.889677	0.414304	-198.349	-94.0732	404.068
0.233843	0.329011	-0.914915	-0.957419	0.241788	-0.157758	0.169311	0.912847	0.371542	-189.616	-94.6283	396.333
0.201986	0.294632	-0.93402	-0.966367	0.21495	-0.141176	0.159172	0.931122	0.32814	-179.791	-93.4807	388.912
0.170833	0.258726	-0.950724	-0.974295	0.188172	-0.12386	0.146854	0.947445	0.284221	-164.429	-92.7893	382.67
0.111348	0.182475	-0.976885	-0.986397	0.139909	-0.0862983	0.120927	0.973205	0.195572	-144.528	-89.2796	376.79
0.0566079	0.10089	-0.993286	-0.9945	0.0935032	-0.0471798	0.0881154	0.990494	0.105628	-124.324	-85.1077	372.834
0.00766354	0.0149444	-0.999859	-0.998756	0.0493757	-0.0069171	0.0492654	0.998668	0.0153042	-95.1443	-80.3146	372.009
-0.0143174	-0.0292906	-0.999468	-0.99957	0.0260183	0.0135563	0.0256073	0.999232	-0.0296505	-79.8334	-78.1967	371.539
-0.0329876	-0.0747937	-0.996653	-0.999277	-0.0164062	0.0343057	-0.0189171	0.997064	-0.0741984	-63.9298	-71.6538	372.995
-0.0689166	-0.16516	-0.983856	-0.996489	-0.0356094	0.0757793	-0.0475502	0.985624	-0.162126	-41.289	-64.6434	376.4
-0.0830248	-0.211059	-0.973941	-0.993713	-0.0561208	0.0968721	-0.0751041	0.975861	-0.205073	-24.6411	-57.1586	378.999
-0.111005	-0.300539	-0.947288	-0.987952	-0.0700523	0.137995	-0.107833	0.951193	-0.289142	-1.81017	-54.3491	386.736
-0.111967	-0.348358	-0.93065	-0.981252	-0.109084	0.158887	-0.156869	0.930992	-0.329614	14.9645	-49.7939	391.532
-0.119883	-0.437804	-0.891042	-0.970214	-0.138642	0.198655	-0.210508	0.888316	-0.408143	48.1656	-41.2182	400.043
-0.120349	-0.481397	-0.868201	-0.963579	-0.15374	0.218815	-0.238814	0.862914	-0.445361	64.4398	-36.6502	407.645
-0.118403	-0.523969	-0.843467	-0.956473	-0.167986	0.238621	-0.266721	0.835007	-0.481272	80.3237	-31.5446	418.472
-0.114054	-0.565353	-0.816926	-0.948963	-0.181379	0.258011	-0.294041	0.80466	-0.515813	95.6849	-26.2827	424.339
-0.0929924	-0.60775	-0.788665	-0.936275	-0.216103	0.276928	-0.338736	0.764159	-0.548925	110.396	-20.8797	434.246
-0.0830044	-0.64604	-0.758777	-0.927886	-0.227631	0.295314	-0.363507	0.728571	-0.580558	132.794	-8.30204	441.221
-0.0540234	-0.684131	-0.727355	-0.913207	-0.260788	0.313118	-0.403899	0.681142	-0.610665	153.321	-2.55331	455.671
-0.0208268	-0.719194	-0.694498	-0.897265	-0.292962	0.330287	-0.441002	0.630027	-0.639205	172.237	2.90527	471.111
-0.00269777	-0.750995	-0.660302	-0.888099	-0.301707	0.346775	-0.459644	0.587349	-0.666144	189.363	8.30161	483.695
0.0374529	-0.779831	-0.624868	-0.870709	-0.332314	0.362538	-0.490371	0.5305	-0.691452	199.194	21.6957	492.665
0.0619038	-0.832548	-0.550483	-0.862834	-0.32187	0.389766	-0.501683	0.450847	-0.738275	216.212	24.8848	507.096
0.0865169	-0.854785	-0.51172	-0.854369	-0.32785	0.403196	-0.512413	0.402315	-0.758667	223.209	29.7291	521.65
0.11249	-0.874332	-0.472112	-0.846176	-0.333364	0.415758	-0.520896	0.352721	-0.777339	228.852	42.4272	536.772
0.142544	-0.909488	-0.390528	-0.841321	-0.319178	0.436239	-0.521402	0.266376	-0.810669	237.093	50.8722	562.454
0.173616	-0.935983	-0.306256	-0.838098	-0.303729	0.453144	-0.517154	0.178	-0.837178	241.881	58.5879	578.743
0.202772	-0.943133	-0.263409	-0.832228	-0.307734	0.461191	-0.516024	0.1257	-0.847301	243.466	63.1127	594.949
0.232395	-0.947343	-0.220304	-0.82679	-0.311712	0.468245	-0.51226	0.0733272	-0.855694	241.617	67.2711	606.057
0.2899	-0.94054	-0.177039	-0.812215	-0.339625	0.4743	-0.506225	0.00629398	-0.862378	239.74	71.0134	617.987
0.34922	-0.932697	-0.0901237	-0.804381	-0.347724	0.481726	-0.480642	-0.0957347	-0.871675	238.189	76.5262	647.071
0.406275	-0.913746	-0.00309124	-0.798283	-0.35658	0.485381	-0.444617	-0.194731	-0.874297	234.553	80.1005	669.949
0.46118	-0.887301	-0.00309124	-0.77429	-0.404139	0.486978	-0.433345	-0.222191	-0.873409	228.435	89.0161	675.758
0.513049	-0.853738	-0.0889499	-0.725531	-0.486697	0.486549	-0.458677	-0.185088	-0.869113	213.926	103.188	676.273
0.562802	-0.816085	-0.131374	-0.681128	-0.547911	0.485652	-0.468315	-0.183843	-0.864224	198.796	110.48	677.618
0.57969	-0.786007	-0.214831	-0.638372	-0.601932	0.479749	-0.5064	-0.140964	-0.850699	179.855	122.983	672.697
0.598519	-0.759199	-0.255718	-0.605527	-0.637724	0.476073	-0.524512	-0.130095	-0.841405	161.467	131.097	674.367
0.606994	-0.720428	-0.335473	-0.558407	-0.687005	0.464979	-0.565455	-0.0949089	-0.8193	148.392	140.315	676.987
0.631641	-0.656529	-0.41231	-0.484913	-0.74953	0.450625	-0.604887	-0.0846988	-0.791794	125.178	148.109	685.976
0.626703	-0.609334	-0.485753	-0.432883	-0.790548	0.433181	-0.647963	-0.0612016	-0.759209	110.488	154.263	683.395
0.634013	-0.538135	-0.555371	-0.351539	-0.84023	0.412836	-0.688801	-0.0665093	-0.721893	84.7937	159.056	687.194
0.630975	-0.465303	-0.620776	-0.266538	-0.881484	0.389799	-0.728579	-0.080493	-0.680216	67.6898	163.148	696.372
0.617503	-0.392519	-0.68163	-0.178834	-0.913952	0.364293	-0.765969	-0.103053	-0.634564	50.5135	166.288	694.311
0.606982	-0.356642	-0.710196	-0.133958	-0.926777	0.350914	-0.783344	-0.117862	-0.610312	27.3112	166.152	697.198
0.568066	-0.307266	-0.763471	-0.0772552	-0.943501	0.322239	-0.819349	-0.124071	-0.559709	0.569817	164.481	695.946
0.551515	-0.273269	-0.788134	-0.0320314	-0.951059	0.307345	-0.83355	-0.14426	-0.533276	-12.5991	159.403	704.538
0.532791	-0.240384	-0.811387	0.0132884	-0.956312	0.292046	-0.846143	-0.166381	-0.50632	-25.2608	153.595	712.361
0.488865	-0.178808	-0.853838	0.10331	-0.960014	0.260193	-0.866221	-0.215409	-0.450844	-49.4329	152.485	723.234
0.431982	-0.14012	-0.890931	0.1565	-0.961225	0.227057	-0.8882	-0.237515	-0.393303	-65.8771	144.881	724.01
0.374823	-0.0912845	-0.922591	0.243271	-0.950586	0.192888	-0.89461	-0.296738	-0.334095	-87.7067	141.983	730.196
0.344019	-0.0701347	-0.93634	0.285665	-0.942118	0.175523	-0.894453	-0.327863	-0.304071	-102.203	136.397	733.468
0.277297	-0.0455889	-0.959702	0.332765	-0.932493	0.140446	-0.901318	-0.3583	-0.243407	-116.944	125	739.802
0.24484	-0.0210679	-0.969335	0.40815	-0.904624	0.122754	-0.87947	-0.425689	-0.212889	-127.397	119.254	743.012
0.174991	-0.00139186	-0.984569	0.484565	-0.870382	0.087354	-0.857073	-0.492374	-0.151635	-141.771	105.888	749.394
0.104037	0.00326513	-0.994568	0.522974	-0.850766	0.051913	-0.845975	-0.525535	-0.0902191	-153.642	98.5914	755.887
0.0686209	0.00488614	-0.997631	0.557356	-0.829566	0.0342741	-0.827433	-0.558388	-0.0596489	-158.398	91.5557	759.189
-0.00122592	-0.000136859	-0.999999	0.590753	-0.806852	-0.000613791	-0.806851	-0.590753	0.00106998	-166.208	76.9603	762.335
-0.0354646	-0.00541987	-0.999356	0.621957	-0.782849	-0.017826	-0.782248	-0.622189	0.0311344	-169.484	69.3627	768.876
-0.0681833	-0.0162061	-0.997541	0.682218	-0.730321	-0.0347657	-0.727962	-0.682911	0.0608518	-171.667	61.6128	775.051
-0.0986775	-0.0322426	-0.994597	0.737973	-0.67287	-0.051404	-0.667577	-0.739058	0.0901912	-167.844	46.2733	782.997
-0.128365	-0.0479382	-0.990568	0.762728	-0.643165	-0.0677137	-0.633852	-0.764226	0.119123	-167.934	38.3862	787.718
-0.153423	-0.0724846	-0.985498	0.811004	-0.579027	-0.0836698	-0.564565	-0.81208	0.147622	-166.098	23.178	791.943
-0.206819	-0.108649	-0.972328	0.828337	-0.548316	-0.114921	-0.520657	-0.829183	0.2034	-160.662	14.8514	796.592
-0.223088	-0.142723	-0.964293	0.868129	-0.479028	-0.129941	-0.443378	-0.866119	0.230768	-157.146	-0.248932	799.935
-0.258176	-0.198438	-0.945498	0.898267	-0.409551	-0.159324	-0.355614	-0.890444	0.283987	-149.471	-8.8013	802.717
-0.27192	-0.228457	-0.934808	0.910686	-0.375013	-0.173254	-0.310984	-0.898428	0.310026	-145.327	-16.343	804.102
-0.291295	-0.291867	-0.911022	0.931428	-0.303697	-0.200524	-0.218148	-0.906963	0.360319	-135.257	-30.4495	808.362
-0.315134	-0.34496	-0.884134	0.934806	-0.273607	-0.226443	-0.163791	-0.897854	0.408693	-134.109	-38.2003	812.657
-0.299219	-0.392639	-0.869657	0.951033	-0.196732	-0.238396	-0.077486	-0.898405	0.432279	-118.102	-44.7425	813.579
-0.276443	-0.439564	-0.854612	0.960994	-0.118672	-0.249816	0.00839204	-0.890337	0.455225	-112.214	-50.8669	815.272
-0.257871	-0.506512	-0.822769	0.961054	-0.0468752	-0.272355	0.0993837	-0.860958	0.498873	-109.853	-62.0108	818.423
-0.227898	-0.571057	-0.788642	0.955696	0.0237803	-0.293392	0.186298	-0.820566	0.540337	-97.6054	-68.4797	821.067
-0.208681	-0.601843	-0.770868	0.95136	0.0577405	-0.302622	0.226641	-0.796524	0.56052	-82.4314	-73.2208	821.181
-0.157222	-0.639242	-0.752762	0.940641	0.135229	-0.311299	0.30079	-0.757022	0.580036	-68.0886	-80.0613	818.51
-0.135053	-0.685516	-0.715422	0.930782	0.159781	-0.328809	0.339715	-0.710309	0.616486	-57.7853	-87.0715	820.048
-0.10824	-0.728375	-0.676576	0.920573	0.183473	-0.344795	0.375273	-0.660158	0.650663	-55.9438	-92.057	818.507
-0.0771503	-0.767457	-0.636441	0.910118	0.206438	-0.35926	0.407102	-0.606954	0.68255	-47.1807	-95.8311	819.3
-0.0421773	-0.802447	-0.595231	0.899496	0.228822	-0.372219	0.434888	-0.551107	0.712147	-39.6384	-98.379	819.695
-0.00374632	-0.833073	-0.55315	0.888761	0.250769	-0.383691	0.458356	-0.493055	0.739463	-39.153	-100.693	822.427
0.0791807	-0.856288	-0.510394	0.863746	0.314542	-0.393708	0.497667	-0.409677	0.764521	-34.5068	-102.82	818.483
0.124162	-0.875417	-0.46715	0.851817	0.335497	-0.402304	0.508911	-0.347975	0.787351	-34.3688	-104.337	820.882
0.171001	-0.889564	-0.423596	0.839787	0.35644	-0.409522	0.515282	-0.285702	0.807997	-35.8252	-105.24	819.578
0.219218	-0.898676	-0.3799	0.82761	0.377489	-0.415408	0.516725	-0.223344	0.826506	-36.3369	-102.691	813.862
0.312845	-0.888304	-0.336219	0.79441	0.438751	-0.420014	0.520616	-0.135697	0.842938	-38.689	-101.526	807.693
0.406096	-0.865686	-0.292701	0.756706	0.498129	-0.423395	0.51233	-0.0495492	0.857358	-42.3752	-96.669	809.265
0.45485	-0.85491	-0.249481	0.741485	0.518705	-0.425611	0.493266	0.00860302	0.869836	-46.8111	-90.0222	801.787
0.500244	-0.835289	-0.228139	0.720896	0.547715	-0.424639	0.479651	0.0479591	0.876148	-54.9263	-86.588	799.999
0.547111	-0.816117	-0.18607	0.704014	0.568886	-0.425127	0.452806	0.101596	0.885802	-64.6965	-78.6209	791.249
0.632241	-0.761158	-0.144604	0.65516	0.624866	-0.424627	0.413566	0.173728	0.893746	-76.9885	-75.1797	792.222
0.710937	-0.695547	-0.103838	0.60128	0.677763	-0.423202	0.364735	0.238434	0.900065	-84.2609	-65.2005	787.458
0.748593	-0.659947	-0.0638606	0.579392	0.697949	-0.420918	0.322355	0.278096	0.904848	-99.3827	-61.2623	782.309
0.782851	-0.620629	-0.0443134	0.549858	0.723396	-0.417558	0.291205	0.30252	0.907569	-114.978	-48.9033	768.71
0.844177	-0.53547	-0.0252357	0.47874	0.77425	-0.413938	0.24119	0.337356	0.909955	-123.711	-43.0658	766.469
0.896168	-0.443554	-0.0119634	0.400174	0.819582	-0.410056	0.191687	0.362691	0.911982	-141.639	-36.6601	763.403
0.918112	-0.395178	-0.0300698	0.35009	0.844239	-0.405829	0.185761	0.36207	0.913454	-151.115	-21.1574	743.696
0.953424	-0.294488	-0.0652649	0.245181	0.882659	-0.400998	0.175696	0.366319	0.913751	-170.334	-12.0502	727.212
0.978271	-0.190277	-0.0823425	0.143047	0.906926	-0.396261	0.150078	0.375871	0.914438	-190.05	3.35893	707.185
0.989809	-0.0833785	-0.115436	0.0319371	0.919984	-0.390652	0.138771	0.382985	0.913272	-209.651	20.2232	690.724
0.990886	-0.0294531	-0.131444	-0.0237192	0.922406	-0.385494	0.132598	0.385098	0.9133	-219.258	28.4949	682.506
0.986424	0.0245705	-0.162369	-0.0853782	0.921339	-0.379269	0.140278	0.387983	0.910929	-237.953	36.6552	673.189
0.972474	0.131805	-0.192152	-0.196561	0.906891	-0.37271	0.125136	0.400221	0.907835	-255.867	45.3647	664.01
0.946174	0.236665	-0.220781	-0.305278	0.879174	-0.365866	0.107517	0.413573	0.904101	-272.783	53.7456	654.977
0.911137	0.338854	-0.234537	-0.405205	0.840343	-0.360045	0.0750887	0.423086	0.902973	-289.006	60.9894	642.042
0.884652	0.386402	-0.26093	-0.459975	0.814799	-0.352883	0.0762507	0.4322	0.898548	-296.438	67.5941	627.385
0.858493	0.433763	-0.273569	-0.508676	0.787987	-0.346879	0.0651052	0.436951	0.897126	-302.849	79.0165	608.836
0.801358	0.525563	-0.285673	-0.597519	0.725816	-0.340826	0.0282209	0.443819	0.895672	-314.509	84.0358	590.515
0.767516	0.567947	-0.297247	-0.640849	0.690846	-0.33473	0.0152432	0.447401	0.894203	-324.335	88.5948	583.083
0.731303	0.608401	-0.308292	-0.682051	0.65332	-0.328602	0.00149199	0.450579	0.892735	-332.203	97.329	576.576
0.690211	0.644341	-0.329292	-0.723585	0.610932	-0.321227	-0.0058046	0.459985	0.887908	-337.473	106.458	562.496
0.647164	0.677687	-0.34917	-0.762204	0.566184	-0.313817	-0.0149757	0.46923	0.882949	-341.584	113.632	554.816
0.562749	0.744809	-0.358572	-0.824533	0.474896	-0.307603	-0.0588211	0.468757	0.881366	-344.031	119.216	543.415
0.516766	0.773257	-0.367459	-0.852722	0.42665	-0.301388	-0.076274	0.469087	0.879852	-344.359	121.212	526.753
0.421977	0.825035	-0.375835	-0.898447	0.325061	-0.295175	-0.121361	0.462225	0.878419	-343.554	123.185	515.587
0.321777	0.865581	-0.383704	-0.932092	0.218404	-0.288971	-0.166325	0.450632	0.877078	-338.441	124.504	504.844
0.217471	0.894299	-0.39107	-0.953074	0.108107	-0.282777	-0.21061	0.434214	0.875843	-331.22	124.877	494.545
0.110075	0.907765	-0.404779	-0.961225	-0.00637577	-0.275693	-0.252845	0.41943	0.871864	-325.926	125.204	479.427
0.0560151	0.909855	-0.411127	-0.960952	-0.06263	-0.269533	-0.270985	0.410171	0.87082	-320.748	123.888	474.248
0.00186334	0.906211	-0.422822	-0.957341	-0.12056	-0.262609	-0.288955	0.405274	0.867328	-307.398	121.588	464.582
-0.105454	0.894957	-0.433511	-0.937888	-0.234407	-0.255772	-0.330523	0.379612	0.864089	-292.848	119.831	451.811
-0.158437	0.884723	-0.438364	-0.924128	-0.28921	-0.24969	-0.347686	0.365545	0.863419	-276.826	117.209	447.199
-0.262842	0.857262	-0.442738	-0.884838	-0.397122	-0.243631	-0.384677	0.327715	0.862918	-259.553	111.4	436.376
-0.312735	0.836197	-0.450523	-0.861099	-0.449781	-0.237079	-0.400881	0.313802	0.86071	-240.947	104.701	428.703
-0.361405	0.81254	-0.457346	-0.834235	-0.500864	-0.230624	-0.416459	0.298185	0.858864	-221.467	96.9731	424.308
-0.45659	0.761357	-0.460283	-0.769787	-0.597461	-0.224653	-0.446042	0.251746	0.858877	-211.286	92.7746	421.344
-0.501483	0.731009	-0.462753	-0.734542	-0.642353	-0.218703	-0.457125	0.230235	0.859086	-190.896	87.3318	415.834
-0.58642	0.663411	-0.464755	-0.653324	-0.726564	-0.212774	-0.478831	0.178861	0.859494	-170.739	82.3074	409.031
-0.662801	0.585889	-0.466293	-0.56224	-0.800683	-0.206863	-0.494552	0.12506	0.860104	-160.123	75.9724	406.258
-0.728979	0.499154	-0.468439	-0.462323	-0.863668	-0.200837	-0.504824	0.0701645	0.860366	-140.428	69.2905	401.072
-0.758207	0.452897	-0.469049	-0.411268	-0.890422	-0.194956	-0.505946	0.0450882	0.861386	-130.917	63.2264	396.958
-0.808377	0.355308	-0.469344	-0.30105	-0.934678	-0.189066	-0.505862	-0.0115408	0.862537	-121.029	56.8822	396.117
-0.829111	0.304282	-0.469029	-0.245702	-0.951877	-0.183199	-0.502201	-0.0366513	0.863974	-111.653	50.2817	394.675
-0.861416	0.198577	-0.467473	-0.12864	-0.975692	-0.177417	-0.49134	-0.0926939	0.866021	-95.0744	36.1577	394.71
-0.880806	0.0892526	-0.464989	-0.00919379	-0.985111	-0.171672	-0.473388	-0.146935	0.868512	-88.1185	29.1272	394.595
-0.886462	0.0336963	-0.461573	0.0489735	-0.984916	-0.165957	-0.460203	-0.169719	0.871441	-75.7199	14.4661	395.531
-0.887949	-0.0223798	-0.459398	0.10754	-0.981232	-0.160057	-0.447194	-0.191526	0.873691	-65.0172	-0.265886	398.169
-0.886104	-0.0787019	-0.456755	0.165964	-0.97401	-0.154142	-0.432753	-0.21239	0.876136	-60.7497	-15.0253	400.836
-0.870523	-0.190783	-0.453642	0.284791	-0.947063	-0.148207	-0.401353	-0.25821	0.878774	-57.5359	-22.3343	403.105
-0.84259	-0.301181	-0.446466	0.399261	-0.90569	-0.142535	-0.361431	-0.298355	0.883375	-52.3722	-30.2316	405.77
-0.799081	-0.407126	-0.442399	0.508687	-0.850057	-0.136533	-0.320479	-0.334143	0.886364	-50.5051	-37.4418	407.481
-0.775152	-0.459773	-0.433299	0.558841	-0.818892	-0.130817	-0.294678	-0.343549	0.891706	-50.9783	-44.9394	413.258
-0.747941	-0.511349	-0.42321	0.607203	-0.784644	-0.125055	-0.268123	-0.350508	0.89736	-53.5318	-58.7056	419.091
