#r11	r12	r13	r21	r22	r23	r31	r32	r33	tx	ty	tz
-0.0518738	-0.619728	-0.783101	0.998241	-0.054717	-0.0228232	-0.0287048	-0.782907	0.621476	-240.13	-119.771	776.451
-0.0999718	-0.648152	-0.75492	0.991255	-0.130559	-0.0191751	-0.086133	-0.750235	0.655537	-245.346	-106.578	764.037
-0.2072	-0.688891	-0.69462	0.961751	-0.273479	-0.0156608	-0.179175	-0.671297	0.719206	-253.178	-100.385	768.184
-0.324901	-0.705866	-0.629438	0.912061	-0.409904	-0.0111084	-0.250168	-0.577695	0.776971	-257.546	-93.9286	767.297
-0.434052	-0.676212	-0.595262	0.843722	-0.536752	-0.00547816	-0.315804	-0.504614	0.803513	-255.244	-79.7438	754.956
-0.539937	-0.628189	-0.56022	0.758125	-0.652108	0.000548404	-0.365669	-0.424421	0.828344	-254.748	-72.344	749.363
-0.598634	-0.605508	-0.524402	0.708107	-0.706071	0.00693239	-0.374463	-0.367183	0.851443	-247.677	-64.782	737.887
-0.709819	-0.541469	-0.450519	0.600838	-0.799249	0.0139443	-0.367627	-0.260791	0.892658	-247.738	-57.0301	743.984
-0.77479	-0.509741	-0.373985	0.542264	-0.839935	0.0214168	-0.32504	-0.186205	0.927188	-245.967	-42.6781	750.473
-0.851516	-0.403363	-0.334989	0.418646	-0.907693	0.0287942	-0.315682	-0.115723	0.941782	-240.462	-28.6661	745.331
-0.900361	-0.35192	-0.255935	0.354719	-0.93425	0.036753	-0.252042	-0.0576942	0.965995	-227.372	-13.8357	739.22
-0.931962	-0.291166	-0.216032	0.288524	-0.956443	0.0443952	-0.219548	-0.0209557	0.975377	-219.893	-7.21025	740.222
-0.963955	-0.228769	-0.135847	0.223593	-0.973272	0.0524163	-0.144208	0.0201524	0.989342	-212.668	0.506482	741.34
-0.985195	-0.162229	-0.0554225	0.158884	-0.985458	0.060238	-0.0643889	0.0505404	0.996644	-203.296	8.05118	735.765
-0.995525	-0.0932431	-0.0153765	0.0920029	-0.993453	0.0677312	-0.0215912	0.0660134	0.997585	-183.684	20.5243	724.342
-0.997669	-0.0235264	-0.0640489	0.0186975	-0.99701	0.0749759	-0.0656213	0.0736036	0.995126	-173.396	30.2237	711.339
-0.983154	0.114602	-0.142391	-0.127055	-0.988528	0.0816609	-0.131399	0.0983768	0.986436	-162.216	33.8428	689.138
-0.966562	0.18173	-0.18092	-0.200008	-0.975801	0.088369	-0.160483	0.1216	0.97952	-150.474	41.4748	677.88
-0.944052	0.246738	-0.218831	-0.272244	-0.957545	0.0948234	-0.186144	0.149094	0.971144	-138.796	44.3432	656.68
-0.915923	0.309052	-0.256071	-0.343312	-0.933775	0.100997	-0.207899	0.180418	0.961367	-127.323	47.2915	641.176
-0.844174	0.423476	-0.328691	-0.478414	-0.871768	0.105547	-0.241846	0.24635	0.938521	-105.813	48.8926	615.078
-0.754563	0.521183	-0.398751	-0.603325	-0.789993	0.109132	-0.258133	0.322924	0.910542	-85.7243	49.6819	595.165
-0.663394	0.610524	-0.43263	-0.711942	-0.692957	0.113795	-0.230319	0.383498	0.894361	-76.1264	50.2844	585.676
-0.607883	0.643205	-0.465581	-0.762946	-0.63559	0.118062	-0.21998	0.426981	0.877095	-59.9099	50.4625	576.428
-0.55047	0.670375	-0.497574	-0.809546	-0.574257	0.121918	-0.204005	0.469921	0.858811	-46.1048	49.344	563.002
-0.491743	0.691945	-0.528584	-0.851405	-0.50931	0.125351	-0.182478	0.51168	0.839575	-34.0648	46.9736	550.118
-0.421611	0.690393	-0.58788	-0.890577	-0.437269	0.125178	-0.170639	0.576328	0.799205	-23.942	43.7353	533.537
-0.362788	0.699132	-0.616116	-0.921829	-0.366053	0.127426	-0.136443	0.614182	0.777279	-18.1859	38.7721	518.331
-0.304574	0.702438	-0.643285	-0.947497	-0.292493	0.129219	-0.0973882	0.648868	0.754643	-13.4072	35.0098	510.954
-0.191967	0.693243	-0.694667	-0.981313	-0.14507	0.126407	-0.013144	0.705952	0.708137	-5.56046	26.9643	499.84
-0.138581	0.681209	-0.718853	-0.989619	-0.0673428	0.126964	0.0380792	0.728985	0.68347	-3.41861	18.439	489.967
-0.0414771	0.669192	-0.741931	-0.988697	0.0795872	0.127057	0.144074	0.738815	0.658328	-3.40157	8.1758	484.01
0.00461114	0.61945	-0.785022	-0.979366	0.161409	0.121613	0.202043	0.768263	0.607413	1.32838	-3.08377	474.722
0.0454769	0.591493	-0.805027	-0.963747	0.23807	0.120479	0.262915	0.770363	0.580876	-2.66495	-10.4007	469.797
0.0824261	0.560674	-0.823924	-0.942204	0.313235	0.118895	0.324744	0.766504	0.554088	-9.04211	-18.2231	462.657
0.143767	0.49198	-0.858654	-0.884963	0.452249	0.110952	0.442912	0.743926	0.500403	-12.7	-27.0447	455.31
0.187407	0.416837	-0.889452	-0.807714	0.580692	0.101953	0.558996	0.699316	0.445511	-18.5211	-36.195	447.514
0.2129	0.339135	-0.91633	-0.71243	0.695693	0.0919515	0.668668	0.633245	0.389723	-25.8233	-51.2224	441.806
0.201977	0.277274	-0.939321	-0.654832	0.751421	0.0810035	0.728286	0.598737	0.333337	-25.4253	-60.8151	436.999
0.197962	0.205242	-0.958481	-0.536847	0.840839	0.0691723	0.820126	0.500864	0.276638	-34.3274	-70.519	433.241
0.190131	0.171745	-0.96662	-0.470631	0.880022	0.0637875	0.861602	0.442793	0.248148	-39.2527	-79.9892	431.997
0.164155	0.111622	-0.980099	-0.336767	0.940223	0.0506765	0.927168	0.321746	0.191933	-50.8212	-96.2357	429.888
0.126322	0.0625637	-0.990014	-0.196338	0.979843	0.036869	0.972365	0.18972	0.136059	-61.9238	-105.896	429.701
0.10663	0.035659	-0.993659	-0.0532627	0.998127	0.0301036	0.992871	0.049715	0.10833	-78.6169	-122.765	431.825
0.0541932	0.0140833	-0.998431	0.022756	0.999623	0.0153352	0.998271	-0.0235514	0.0538523	-91.1063	-138.811	434.681
0.00025114	4.72218e-05	-1	0.0977209	0.995214	7.15374e-05	0.995214	-0.097721	0.000245323	-93.5668	-147.171	438.884
-0.0269925	-0.00318818	-0.999631	0.171467	0.985159	-0.00777206	0.98482	-0.171614	-0.0260452	-99.9842	-155.835	444.24
-0.0541387	0.0010188	-0.998533	0.309396	0.950802	-0.0158048	0.949391	-0.309798	-0.0517904	-115.291	-164.161	448.596
-0.105769	0.0165268	-0.994253	0.439864	0.897498	-0.0318744	0.891814	-0.440708	-0.102197	-116.917	-178.813	456.217
-0.129661	0.0294017	-0.991122	0.504108	0.862697	-0.0403564	0.853852	-0.504865	-0.126679	-129.373	-192.634	461.979
-0.175857	0.052644	-0.983007	0.563963	0.823846	-0.0567708	0.806858	-0.564363	-0.174568	-129.261	-205.555	465.632
-0.217998	0.0817163	-0.972522	0.619918	0.781234	-0.0733156	0.753776	-0.618866	-0.220965	-135.801	-217.598	476.072
-0.255468	0.11602	-0.959831	0.671779	0.735273	-0.0899239	0.695305	-0.667767	-0.265778	-134.889	-223.244	484.368
-0.276633	0.173965	-0.945098	0.764083	0.636261	-0.106532	0.582796	-0.751604	-0.308935	-137.753	-232.992	493.833
-0.284937	0.238162	-0.928488	0.841184	0.526556	-0.123081	0.459588	-0.816099	-0.350374	-139.049	-237.446	504.031
-0.283844	0.271685	-0.919576	0.8748	0.466063	-0.132326	0.392629	-0.842005	-0.36996	-141.527	-241.738	509.571
-0.257927	0.323606	-0.910359	0.928914	0.342173	-0.141551	0.265693	-0.882155	-0.388858	-141.941	-244.809	523.835
-0.222748	0.372578	-0.900871	0.96542	0.212701	-0.150741	0.135454	-0.903296	-0.407073	-139.383	-250.8	529.969
-0.186425	0.434844	-0.880997	0.982469	0.0834282	-0.166719	0.00100335	-0.896633	-0.442774	-132.653	-254.237	546.932
-0.163221	0.464018	-0.870659	0.984288	0.0163441	-0.175812	-0.0673497	-0.885675	-0.459395	-128.295	-256.048	558.279
-0.136821	0.491322	-0.860164	0.981486	-0.0502511	-0.184822	-0.134031	-0.869527	-0.47535	-122.948	-258.297	570.372
-0.0728738	0.522456	-0.849547	0.964301	-0.180526	-0.193738	-0.254585	-0.833337	-0.490649	-112.32	-257.839	577.732
-0.0404878	0.559574	-0.827791	0.948013	-0.240205	-0.208743	-0.315646	-0.793208	-0.520758	-102.601	-255.923	596.91
0.0347178	0.576025	-0.816694	0.90611	-0.362888	-0.217431	-0.421614	-0.732466	-0.534541	-94.5556	-253.314	609.56
0.0765253	0.602862	-0.794167	0.878899	-0.416906	-0.231788	-0.470829	-0.680255	-0.561759	-76.0421	-249.789	624.743
0.158831	0.601694	-0.782775	0.814845	-0.527575	-0.240192	-0.557495	-0.59969	-0.574083	-58.2782	-245.651	644.312
0.202483	0.603242	-0.771427	0.77693	-0.578494	-0.248444	-0.596137	-0.549039	-0.585813	-39.1441	-242.906	657.609
0.251716	0.61334	-0.748634	0.737739	-0.622272	-0.261762	-0.626403	-0.486407	-0.60912	-17.8583	-238.882	678.463
0.296849	0.606943	-0.737225	0.694384	-0.667166	-0.269666	-0.655524	-0.431867	-0.619499	-5.81131	-231.21	692.962
0.347749	0.607137	-0.714462	0.650804	-0.704851	-0.282204	-0.674925	-0.366839	-0.640238	8.32443	-221.037	714.121
0.398984	0.602041	-0.691635	0.605549	-0.739394	-0.29429	-0.688566	-0.301402	-0.659571	31.3363	-209.915	736.361
0.487472	0.561273	-0.668838	0.507635	-0.805432	-0.305917	-0.710406	-0.1904	-0.677548	45.4081	-203.156	758.651
0.570691	0.506746	-0.646158	0.403219	-0.858414	-0.317081	-0.71535	-0.0795879	-0.694219	68.3693	-190.823	768.924
0.6465	0.43939	-0.623678	0.294004	-0.897843	-0.327781	-0.703989	0.028546	-0.709637	91.7591	-183.736	785.126
0.68827	0.405601	-0.601475	0.240771	-0.909821	-0.338017	-0.684335	0.0878288	-0.723859	113.715	-169.69	801.206
0.727157	0.367806	-0.579621	0.187435	-0.918645	-0.347793	-0.660386	0.144259	-0.736939	126.11	-155.15	811.195
0.782168	0.276847	-0.558183	0.0747019	-0.931069	-0.357113	-0.618573	0.237625	-0.748934	137.781	-147.173	820.111
0.824476	0.177854	-0.537222	-0.0378872	-0.92985	-0.365984	-0.564628	0.322099	-0.7599	148.181	-131.945	835.538
0.84676	0.0722474	-0.527047	-0.153214	-0.915635	-0.37167	-0.509435	0.395466	-0.764253	157.138	-116.903	843.563
0.860986	-0.0360504	-0.50735	-0.260936	-0.887525	-0.379752	-0.436595	0.459347	-0.773553	165.846	-101.409	863.173
0.862479	-0.0910101	-0.497843	-0.313818	-0.867923	-0.385003	-0.39705	0.488289	-0.777126	172.828	-86.5652	881.738
0.849204	-0.200007	-0.488723	-0.417744	-0.820578	-0.390054	-0.323022	0.535396	-0.780389	183.874	-79.3193	899.787
0.826374	-0.308298	-0.47123	-0.510867	-0.76248	-0.397038	-0.236898	0.568838	-0.787593	193.494	-64.1839	907.989
0.813432	-0.363027	-0.454466	-0.551358	-0.730128	-0.403631	-0.18529	0.5789	-0.794067	197.656	-49.3548	915.412
0.792746	-0.414976	-0.446484	-0.593125	-0.694052	-0.408038	-0.140557	0.588292	-0.796339	199.922	-34.6062	921.824
0.768576	-0.465435	-0.438931	-0.632524	-0.655715	-0.412251	-0.0959376	0.594481	-0.798366	202.435	-21.1969	937.359
0.741061	-0.514166	-0.431813	-0.669448	-0.615271	-0.416271	-0.0516495	0.597558	-0.80016	202.193	-8.34315	942.937
0.710352	-0.560944	-0.425136	-0.703802	-0.572871	-0.420098	-0.00789666	0.597629	-0.801734	200.709	-2.58108	952.587
0.676617	-0.605562	-0.418908	-0.735496	-0.528672	-0.423734	0.0351325	0.594811	-0.803097	198.011	8.92626	965.817
0.599077	-0.685878	-0.413133	-0.792639	-0.435017	-0.427182	0.113275	0.58338	-0.804262	190.746	20.6467	970.565
0.558922	-0.724991	-0.402485	-0.814292	-0.388187	-0.431555	0.156634	0.568946	-0.80732	186.117	31.8768	979.137
0.514911	-0.759452	-0.397618	-0.834644	-0.338342	-0.43462	0.195542	0.55566	-0.808088	175.663	40.8531	986.359
0.468835	-0.790931	-0.393219	-0.852009	-0.287533	-0.4375	0.232969	0.540142	-0.808686	162.382	49.7564	996.539
0.421678	-0.820785	-0.385357	-0.865492	-0.237603	-0.440987	0.270393	0.519478	-0.810574	154.77	57.8699	1000.56
0.320924	-0.868214	-0.378435	-0.885883	-0.133847	-0.44418	0.334991	0.477797	-0.812091	139.505	61.5402	1006.84
0.215193	-0.902754	-0.37246	-0.894031	-0.0286532	-0.447088	0.392938	0.429201	-0.813256	121.923	64.5787	1011.76
0.106194	-0.923963	-0.367443	-0.889884	0.0765658	-0.449715	0.443653	0.374739	-0.81409	104.183	66.9648	1014.57
0.0510627	-0.929442	-0.365417	-0.882793	0.129082	-0.45168	0.466979	0.345652	-0.813913	93.9726	68.5347	1019.53
-0.00411551	-0.932038	-0.362336	-0.872702	0.180256	-0.453761	0.488236	0.314344	-0.814134	84.4034	69.5711	1021.51
-0.0591459	-0.930579	-0.361282	-0.859696	0.231431	-0.455371	0.50737	0.28366	-0.813703	73.7835	69.9049	1025.41
-0.113789	-0.925929	-0.36015	-0.843823	0.281419	-0.45691	0.524419	0.251912	-0.813342	53.8493	69.2144	1026.54
-0.16779	-0.917742	-0.359995	-0.8251	0.330578	-0.458179	0.539496	0.220154	-0.812697	43.3608	68.1834	1028.54
-0.22094	-0.906253	-0.360405	-0.803606	0.378555	-0.459254	0.552633	0.188156	-0.811907	33.5786	64.9135	1028.88
-0.324175	-0.873911	-0.362203	-0.753293	0.470075	-0.459977	0.572242	0.123731	-0.810697	24.0182	60.617	1027.77
-0.422292	-0.829737	-0.364974	-0.692737	0.555091	-0.460423	0.584623	0.0583981	-0.8092	14.8191	55.1913	1027.19
-0.513925	-0.774552	-0.368714	-0.622771	0.63247	-0.460584	0.589948	-0.00708124	-0.80741	6.00079	48.6688	1025.08
-0.598454	-0.710043	-0.371068	-0.54509	0.700304	-0.460925	0.587137	-0.0735764	-0.806137	-2.01079	40.6506	1022.25
-0.637142	-0.673977	-0.373905	-0.50283	0.731142	-0.461078	0.584134	-0.105761	-0.804738	-9.32008	36.6849	1017.54
-0.708307	-0.596661	-0.377222	-0.41513	0.784288	-0.461041	0.570936	-0.169962	-0.803209	-15.5592	26.586	1014.81
-0.769717	-0.512212	-0.381017	-0.322192	0.826949	-0.460811	0.551115	-0.231934	-0.801548	-26.6315	15.5456	1011.78
-0.794187	-0.466388	-0.389549	-0.27128	0.845738	-0.459493	0.543759	-0.259247	-0.798196	-36.0743	3.31958	1007.89
-0.815392	-0.419441	-0.399004	-0.219169	0.861596	-0.45784	0.535817	-0.28587	-0.794467	-39.5043	-2.6103	1004.39
-0.85263	-0.324716	-0.409368	-0.117164	0.882318	-0.455838	0.50921	-0.340698	-0.790335	-44.2278	-9.89804	995.351
-0.866853	-0.276294	-0.415003	-0.0653849	0.888209	-0.454763	0.494258	-0.367078	-0.788012	-47.1695	-17.1165	985.57
-0.889212	-0.178835	-0.421094	0.0356429	0.890555	-0.453477	0.456105	-0.418246	-0.785518	-47.0745	-24.6065	981.688
-0.897277	-0.0800295	-0.434154	0.139281	0.881886	-0.450419	0.418921	-0.46462	-0.78015	-46.1259	-31.8304	969.947
-0.897272	0.0179249	-0.441115	0.237785	0.861482	-0.448672	0.37197	-0.507471	-0.777246	-42.5625	-46.1326	957.979
-0.882724	0.113898	-0.455879	0.336811	0.829868	-0.444834	0.327654	-0.54621	-0.770907	-40.5649	-54.686	948.212
-0.861431	0.207232	-0.463673	0.42782	0.788083	-0.442601	0.273691	-0.579639	-0.767536	-31.8836	-70.2489	934.939
-0.84493	0.251827	-0.471885	0.473248	0.763099	-0.440133	0.249258	-0.595201	-0.763942	-22.2812	-78.3274	921.059
-0.825922	0.294897	-0.480509	0.517159	0.735666	-0.437426	0.224498	-0.609779	-0.760112	-10.8865	-85.6978	906.493
-0.785591	0.378421	-0.489534	0.596019	0.675272	-0.434475	0.166154	-0.633091	-0.756034	-4.74397	-100.954	900.627
-0.732251	0.453243	-0.508311	0.671599	0.604393	-0.42856	0.112978	-0.655194	-0.746965	2.1831	-109.456	893.614
-0.697866	0.484248	-0.527718	0.710173	0.563451	-0.42211	0.0929371	-0.669348	-0.737113	8.74046	-124.359	875.988
-0.634093	0.54584	-0.547709	0.772384	0.480739	-0.415106	0.0367236	-0.686257	-0.726431	15.7122	-132.451	857.807
-0.600067	0.573186	-0.558012	0.799905	0.437324	-0.410975	0.00846735	-0.692969	-0.720918	33.3636	-139.502	840.446
-0.528544	0.620629	-0.57919	0.847441	0.345683	-0.402922	-0.0498489	-0.703792	-0.708655	41.4157	-146.995	821.922
-0.491378	0.64062	-0.590045	0.867362	0.298546	-0.398187	-0.0789315	-0.707444	-0.702349	50.6033	-158.925	814.877
-0.448739	0.650999	-0.612236	0.887753	0.24607	-0.38903	-0.102605	-0.718087	-0.688348	58.0937	-165.636	794.885
-0.410647	0.665247	-0.62355	0.902155	0.197266	-0.383669	-0.132229	-0.720092	-0.681163	76.6982	-171.06	776.036
-0.367662	0.668424	-0.646556	0.916597	0.14303	-0.373353	-0.157082	-0.729899	-0.665262	83.7882	-176.827	762.165
-0.291376	0.683051	-0.669733	0.931095	0.0418898	-0.362363	-0.219457	-0.729169	-0.648191	99.8324	-186.329	747.243
-0.215941	0.687842	-0.692995	0.934575	-0.0599115	-0.350685	-0.282734	-0.723383	-0.629903	105.604	-194.104	727.224
-0.142634	0.683108	-0.716253	0.927136	-0.161138	-0.33831	-0.346518	-0.712318	-0.61035	119.2	-198.942	707.122
-0.0726714	0.669322	-0.73941	0.909019	-0.260593	-0.325232	-0.41037	-0.695773	-0.589488	131.24	-203.227	686.984
-0.0385727	0.645997	-0.762365	0.896888	-0.313996	-0.311446	-0.440573	-0.695769	-0.567275	142.021	-207.346	666.859
-0.00726117	0.633376	-0.77381	0.881816	-0.360844	-0.303631	-0.471538	-0.684563	-0.555901	153.064	-209.618	647.278
0.0219861	0.604171	-0.796551	0.864301	-0.411943	-0.288596	-0.502495	-0.682115	-0.531243	159.389	-212.087	626.287
0.0480948	0.57209	-0.818779	0.84415	-0.461478	-0.272855	-0.533946	-0.678049	-0.505125	158.766	-212.886	612.335
0.0729273	0.553379	-0.829731	0.822178	-0.504279	-0.264059	-0.56454	-0.662929	-0.491751	160.093	-212.078	593.182
0.116915	0.511639	-0.851209	0.770788	-0.587222	-0.247095	-0.626272	-0.627213	-0.46302	160.425	-210.754	585.264
0.158456	0.482054	-0.861693	0.713258	-0.659363	-0.237704	-0.682755	-0.576944	-0.448309	160.978	-207.397	572.328
0.194999	0.448877	-0.872058	0.649607	-0.725259	-0.228058	-0.734838	-0.522024	-0.433018	157.767	-201.895	554.748
0.217173	0.396256	-0.892086	0.578372	-0.788436	-0.209415	-0.786335	-0.470478	-0.40041	149.87	-200.277	547.101
0.214545	0.352483	-0.910893	0.539874	-0.819988	-0.190148	-0.813945	-0.450972	-0.36622	140.514	-193.877	539.068
0.233297	0.315387	-0.919839	0.464063	-0.867383	-0.179702	-0.854528	-0.38494	-0.348717	134.644	-190.232	527.275
0.220602	0.271914	-0.936695	0.42276	-0.892112	-0.159407	-0.878981	-0.360832	-0.311756	123.508	-180.9	515.145
0.217971	0.245566	-0.944556	0.383354	-0.91158	-0.148528	-0.897512	-0.329725	-0.292837	115.376	-176.011	499.571
0.19723	0.203432	-0.959018	0.34144	-0.93124	-0.12732	-0.918977	-0.302336	-0.253128	97.0208	-164.765	483.549
0.189056	0.178703	-0.965569	0.301598	-0.946341	-0.116092	-0.934503	-0.269265	-0.232808	86.105	-158.497	473.563
0.185147	0.146906	-0.971668	0.21997	-0.96987	-0.10472	-0.957775	-0.194349	-0.211883	75.0808	-145.272	459.636
0.151688	0.110099	-0.982278	0.177923	-0.980586	-0.0824333	-0.972283	-0.162266	-0.168332	51.4482	-131.773	445.637
0.114309	0.0757646	-0.990552	0.136724	-0.988799	-0.0598528	-0.983992	-0.12859	-0.123387	25.945	-124.605	440.416
0.0953628	0.0575753	-0.993776	0.097525	-0.994064	-0.0482335	-0.990654	-0.0923183	-0.100412	3.26825	-116.785	428.845
0.0746486	0.0409156	-0.99637	0.0588371	-0.997598	-0.0365579	-0.995473	-0.0558945	-0.0768767	-10.5147	-109.028	424.493
0.0533107	0.0237159	-0.998296	-0.0206386	-0.999478	-0.0248461	-0.998365	0.021928	-0.0527934	-24.3804	-100.654	420.841
0.00352081	0.00139623	-0.999993	-0.058196	-0.998304	-0.00159877	-0.998299	0.0582011	-0.00343358	-42.5435	-92.7049	411.728
-0.0226059	-0.0079175	-0.999713	-0.0944393	-0.99548	0.0100195	-0.995274	0.0946386	0.021756	-56.6929	-83.9609	403.679
-0.0767341	-0.0234521	-0.996776	-0.129043	-0.991081	0.0332521	-0.988666	0.131178	0.0730234	-75.0091	-67.6364	401.479
-0.10517	-0.0276082	-0.994071	-0.163102	-0.985599	0.0446287	-0.980988	0.166828	0.0991528	-88.9201	-51.5021	398.759
-0.13434	-0.0296476	-0.990492	-0.196147	-0.978979	0.0559064	-0.971328	0.201792	0.125701	-102.047	-36.5072	397.208
-0.193844	-0.0271101	-0.980658	-0.263835	-0.961349	0.0787279	-0.944889	0.273993	0.179199	-127.806	-21.585	396.804
-0.224561	-0.013822	-0.974362	-0.330694	-0.939481	0.0895423	-0.916632	0.342323	0.2064	-147.976	-14.0068	395.02
-0.254387	-0.00588316	-0.967085	-0.359355	-0.927809	0.100171	-0.897859	0.373009	0.233908	-159.949	-0.432098	393.007
-0.313032	0.0165445	-0.949598	-0.417743	-0.900334	0.122022	-0.852937	0.434885	0.288745	-175.579	7.11884	392.979
-0.340138	0.0437574	-0.939357	-0.476254	-0.86935	0.131954	-0.810856	0.492255	0.316539	-191.843	13.8335	392.836
-0.393433	0.080695	-0.915805	-0.52692	-0.836086	0.152696	-0.75337	0.542631	0.371464	-205.637	26.8529	395.845
-0.442066	0.125142	-0.88821	-0.573391	-0.800908	0.172537	-0.689783	0.585564	0.42581	-218.309	39.0742	399.722
-0.464414	0.14992	-0.872836	-0.593302	-0.784378	0.180955	-0.657505	0.601893	0.453224	-224.556	49.5057	402.212
-0.47877	0.19358	-0.856333	-0.639389	-0.745292	0.189	-0.601632	0.638017	0.480597	-231.583	58.8363	405.109
-0.513891	0.251677	-0.820106	-0.676099	-0.70725	0.206611	-0.528021	0.660649	0.533608	-239.748	67.3162	410.204
-0.552247	0.294987	-0.779747	-0.685182	-0.693412	0.222947	-0.47492	0.657391	0.585054	-246.218	72.4446	417.723
-0.564315	0.327153	-0.75797	-0.699815	-0.676632	0.228972	-0.437958	0.659651	0.610781	-248.711	76.4353	421.508
-0.574539	0.360019	-0.735045	-0.713652	-0.660077	0.234517	-0.400756	0.659306	0.636169	-246.673	79.7359	429.933
-0.569167	0.413	-0.710971	-0.748201	-0.618712	0.239564	-0.340946	0.668301	0.661158	-242.513	82.854	440.135
-0.577301	0.481195	-0.659678	-0.773133	-0.582013	0.252046	-0.262658	0.655525	0.708024	-244.475	86.0397	451.783
-0.560812	0.534274	-0.632488	-0.802247	-0.539505	0.255604	-0.204668	0.650757	0.731181	-236.826	86.486	460.664
-0.539725	0.586217	-0.60419	-0.828671	-0.496412	0.25861	-0.148325	0.640254	0.753707	-226.795	85.5867	470.324
-0.534504	0.619605	-0.5748	-0.837405	-0.480213	0.261052	-0.114277	0.620874	0.775536	-215.517	85.3095	484.141
-0.527391	0.652349	-0.544334	-0.84573	-0.464343	0.26292	-0.0812425	0.599021	0.796601	-202.407	84.6767	491.953
-0.518432	0.684287	-0.512815	-0.853694	-0.44878	0.264204	-0.0493494	0.574759	0.816834	-196.623	83.0028	499.998
-0.494826	0.745186	-0.447041	-0.868848	-0.414876	0.270151	0.0158455	0.522088	0.852744	-183.819	78.4862	517.376
-0.480326	0.773845	-0.412857	-0.876001	-0.399806	0.269773	0.0436995	0.491242	0.869926	-176.865	76.181	535.099
-0.446361	0.826884	-0.342087	-0.889252	-0.36717	0.272796	0.0999669	0.425967	0.899199	-161.612	74.9115	558.804
-0.432071	0.860901	-0.268634	-0.891122	-0.361769	0.273907	0.138624	0.357733	0.923478	-155.192	67.9806	573.977
-0.38455	0.89375	-0.230937	-0.907686	-0.320569	0.270816	0.168011	0.31376	0.93452	-137.12	63.2837	584.543
-0.33727	0.928749	-0.153863	-0.918734	-0.289067	0.269012	0.205368	0.232089	0.950767	-119.554	54.6183	600.657
-0.286292	0.955191	-0.0751536	-0.929104	-0.257595	0.265351	0.234101	0.145793	0.961218	-101.489	51.5377	628.122
-0.232757	0.972524	-0.0047082	-0.939402	-0.223571	0.259885	0.251692	0.064913	0.965628	-83.1313	46.6852	654.352
-0.205511	0.97762	-0.0449956	-0.948964	-0.187826	0.253354	0.239233	0.0947662	0.966327	-74.0301	30.289	664.938
-0.177514	0.976026	-0.125945	-0.95888	-0.142742	0.245303	0.221444	0.164311	0.961231	-56.1848	13.033	670.679
-0.149158	0.966967	-0.206706	-0.966802	-0.0987537	0.235671	0.207473	0.234995	0.949596	-46.3916	-4.38868	671.082
-0.0969259	0.964178	-0.246913	-0.973051	-0.0396459	0.227157	0.209231	0.262277	0.942037	-38.9651	-13.9436	670.952
-0.0455318	0.944064	-0.326603	-0.97614	0.0274406	0.215402	0.212316	0.328618	0.920289	-24.0513	-32.2601	677.725
-0.0210551	0.930405	-0.365929	-0.976782	0.0589066	0.205978	0.213198	0.361769	0.907562	-17.6195	-41.5289	684.667
0.0252681	0.914014	-0.404896	-0.973904	0.113889	0.196316	0.225549	0.389369	0.893039	-6.62286	-49.8756	685.805
0.0468869	0.895089	-0.443416	-0.971959	0.143281	0.186455	0.230427	0.42224	0.876708	-0.667114	-66.0057	698.021
0.0654331	0.85257	-0.518501	-0.968672	0.179022	0.172122	0.239569	0.490994	0.837575	8.96295	-75.549	692.894
0.100036	0.800989	-0.590262	-0.95911	0.23549	0.157013	0.264767	0.550419	0.791794	16.3688	-84.5329	694.224
0.114856	0.772324	-0.624758	-0.954296	0.260465	0.146547	0.27591	0.579373	0.766943	20.2786	-91.9554	701.973
0.122777	0.712767	-0.690571	-0.948048	0.290006	0.130772	0.29348	0.638639	0.711344	27.0736	-106.226	704.042
0.141141	0.644478	-0.751483	-0.934013	0.338318	0.114722	0.328177	0.685703	0.649701	31.5336	-119.4	701.755
0.139064	0.574074	-0.806908	-0.926545	0.363033	0.0985969	0.349536	0.733925	0.58239	34.7971	-125.682	700.161
0.14319	0.49625	-0.85629	-0.910476	0.405231	0.0825951	0.387983	0.767805	0.509848	36.885	-136.726	699.323
0.130232	0.417899	-0.899111	-0.902601	0.425245	0.066913	0.410305	0.802824	0.432577	37.8326	-146.599	704.186
0.119557	0.334185	-0.934894	-0.885591	0.461576	0.0517414	0.448815	0.821747	0.351136	44.0486	-155.243	715.45
0.0956403	0.251144	-0.963213	-0.877972	0.47726	0.0372624	0.469062	0.84211	0.266143	42.8759	-158.721	717.207
0.0881662	0.206482	-0.97447	-0.861364	0.50713	0.0295235	0.500279	0.83677	0.222568	41.8227	-163.932	731.361
0.0737094	0.163754	-0.983744	-0.854614	0.518784	0.0223225	0.514006	0.839076	0.178185	40.1356	-165.824	745.868
0.0573129	0.12114	-0.99098	-0.8481	0.529603	0.0156904	0.526727	0.839551	0.133092	29.0246	-166.242	749.681
0.0405148	0.0780276	-0.996128	-0.831711	0.555125	0.00965586	0.553729	0.828099	0.0873872	17.5758	-168.399	758.489
0.0197359	0.0363876	-0.999143	-0.825548	0.564316	0.00424485	0.563987	0.824756	0.041177	15.388	-168.317	762.59
-0.0026845	-0.00474809	-0.999985	-0.819672	0.572832	-0.000519457	0.572826	0.819659	-0.00542965	13.15	-166.597	766.828
