#r11	r12	r13	r21	r22	r23	r31	r32	r33	tx	ty	tz
-0.177166	0.365324	0.913866	-0.983223	-0.0247358	-0.180723	-0.0434173	-0.930552	0.363577	-145.068	-137.699	904.037
-0.113556	0.275974	0.954433	-0.972343	0.16647	-0.163821	-0.204095	-0.946639	0.249438	-146.845	-124.082	893.837
-0.0493635	0.179448	0.982528	-0.928754	0.353612	-0.111245	-0.367396	-0.918018	0.149208	-146.973	-109.889	877.227
-0.0265093	0.125781	0.991704	-0.88023	0.467269	-0.0827948	-0.473806	-0.875122	0.0983295	-145.271	-102.653	872.352
-0.0102913	0.0693988	0.997536	-0.818581	0.57236	-0.0482643	-0.574299	-0.817061	0.0509182	-140.988	-95.2783	861.703
0.0012781	-0.0478707	0.998853	-0.703553	0.709784	0.0349172	-0.710642	-0.70279	-0.0327724	-134.714	-80.3526	844.243
-0.00998711	-0.106664	0.994245	-0.518234	0.850896	0.0860793	-0.85518	-0.514392	-0.0637747	-130.496	-72.2884	833.396
-0.0343211	-0.222347	0.974363	-0.36425	0.910662	0.19498	-0.930669	-0.34822	-0.112245	-119.956	-64.1416	816.544
-0.0597709	-0.276767	0.959076	-0.25744	0.932566	0.253072	-0.964444	-0.231778	-0.126991	-113.823	-55.9746	811.554
-0.106615	-0.382257	0.917885	-0.156065	0.918138	0.364235	-0.981976	-0.104417	-0.157544	-106.852	-41.3826	806.556
-0.146894	-0.427389	0.892054	-0.0536746	0.903953	0.424251	-0.987695	0.0144391	-0.155725	-99.1284	-27.1305	795.556
-0.192168	-0.467689	0.86275	0.0988933	0.865432	0.49117	-0.976367	0.179707	-0.120057	-82.3684	-12.3762	777.582
-0.270786	-0.487568	0.830032	0.287643	0.781871	0.553118	-0.91866	0.388529	-0.071474	-73.435	-5.73684	772.593
-0.325642	-0.513384	0.793974	0.362278	0.707907	0.606319	-0.873334	0.485082	-0.0445369	-64.0584	1.58457	761.689
-0.382983	-0.532727	0.754669	0.469606	0.591235	0.655676	-0.795483	0.60551	0.0237389	-53.5262	8.55273	744.064
-0.441973	-0.545335	0.712229	0.516831	0.494147	0.699074	-0.733175	0.677074	0.0634457	-33.7021	20.6805	726.643
-0.528931	-0.580898	0.6187	0.554026	0.315897	0.770236	-0.642874	0.750178	0.154745	-23.7045	30.9455	720.919
-0.612472	-0.599788	0.51491	0.561085	0.128988	0.817647	-0.556832	0.789694	0.25753	-13.7445	35.6049	710.424
-0.701099	-0.545209	0.459573	0.577873	-0.0568348	0.814145	-0.41776	0.836371	0.354909	-2.94952	43.9132	704.908
-0.753462	-0.520182	0.402125	0.550053	-0.163652	0.818938	-0.360189	0.838229	0.409433	7.56816	47.5331	689.349
-0.828275	-0.443239	0.342782	0.508526	-0.337745	0.792041	-0.23529	0.830342	0.505144	17.6756	51.3047	679.377
-0.90635	-0.36098	0.219598	0.389831	-0.513937	0.764134	-0.162977	0.778179	0.606527	35.853	54.4026	664.073
-0.944202	-0.316182	0.0922567	0.284378	-0.641286	0.712657	-0.166167	0.699128	0.695419	51.8345	56.7998	654.553
-0.977258	-0.210246	0.0276136	0.178675	-0.746297	0.641183	-0.114198	0.631535	0.766891	59.1094	58.4753	650.052
-0.987075	-0.155832	-0.0374024	0.102254	-0.792124	0.601734	-0.123397	0.590132	0.79782	72.8409	59.7789	645.641
-0.989608	-0.100832	-0.10251	0.0265685	-0.828868	0.558813	-0.141313	0.550283	0.822933	84.0084	59.8342	636.897
-0.985854	0.00785953	-0.167421	-0.0869982	-0.877791	0.471079	-0.143258	0.47898	0.866057	93.2673	58.6817	628.537
-0.970857	0.0606976	-0.231845	-0.156743	-0.892626	0.422672	-0.181296	0.446694	0.876126	97.4003	57.3807	620.657
-0.941448	0.162365	-0.295488	-0.270199	-0.887537	0.37319	-0.201663	0.43118	0.879441	99.9623	53.7233	609.531
-0.897714	0.256724	-0.358054	-0.377161	-0.867862	0.323364	-0.227726	0.425332	0.875918	101.437	51.2955	606.062
-0.858259	0.296012	-0.419248	-0.416784	-0.878685	0.232816	-0.299471	0.374552	0.877512	102.339	45.2753	602.418
-0.813536	0.330046	-0.478778	-0.461118	-0.867769	0.185332	-0.354301	0.371547	0.858151	100.856	38.1325	595.981
-0.730036	0.342247	-0.591536	-0.485766	-0.868702	0.096893	-0.480707	0.358083	0.800435	97.1699	29.2655	593.283
-0.654532	0.395677	-0.644226	-0.557127	-0.828454	0.057212	-0.511075	0.396363	0.762692	94.2485	20.0334	590.184
-0.535235	0.4056	-0.740954	-0.621304	-0.783314	0.0200173	-0.57228	0.471072	0.671258	86.3209	14.1227	588.035
-0.413022	0.386775	-0.824511	-0.674607	-0.73813	-0.00832411	-0.611816	0.552782	0.565785	75.963	7.70615	583.495
-0.352937	0.366568	-0.86085	-0.65538	-0.753496	-0.0521579	-0.667767	0.545776	0.506178	64.1834	0.835884	581.054
-0.294636	0.339329	-0.893334	-0.631194	-0.770989	-0.0846785	-0.717485	0.538918	0.441343	50.0331	-6.43228	577.57
-0.222991	0.31717	-0.92178	-0.6431	-0.758493	-0.105411	-0.732597	0.569291	0.373109	34.2402	-19.6592	575.583
-0.137998	0.219146	-0.965884	-0.610632	-0.786642	-0.0912362	-0.779799	0.577209	0.242372	26.0304	-27.544	573.913
-0.0612556	0.109127	-0.992139	-0.612639	-0.788846	-0.0489412	-0.787985	0.604825	0.115177	8.44584	-35.6431	572.719
0.00503186	-0.0101221	-0.999936	-0.585285	-0.810811	0.00526237	-0.810812	0.585221	-0.0100042	-0.820478	-43.8916	572.424
0.0318969	-0.0730873	-0.996815	-0.560146	-0.827291	0.0427337	-0.82778	0.556999	-0.0673275	-21.0447	-58.7052	572.032
0.0762956	-0.201475	-0.976518	-0.571984	-0.811044	0.122645	-0.816709	0.549195	-0.17712	-40.7789	-67.0555	573.034
0.073499	-0.272293	-0.959403	-0.621062	-0.765193	0.169594	-0.780308	0.583384	-0.225352	-61.7516	-82.8581	575.432
0.0679175	-0.405494	-0.911571	-0.66919	-0.696186	0.259826	-0.739981	0.592367	-0.318636	-82.7073	-97.7944	578.719
0.0366855	-0.531374	-0.846343	-0.682383	-0.632046	0.36725	-0.730074	0.564057	-0.385787	-93.5285	-105.179	582.886
-0.0176633	-0.643921	-0.764888	-0.685512	-0.549096	0.478087	-0.727847	0.532785	-0.431717	-104.061	-112.958	587.924
-0.0522962	-0.693542	-0.718515	-0.654153	-0.519853	0.549397	-0.754552	0.49875	-0.426496	-123.413	-120.443	591.853
-0.133532	-0.776703	-0.61555	-0.632657	-0.411279	0.656197	-0.762833	0.477055	-0.436467	-132.975	-134.408	598.591
-0.216745	-0.80003	-0.55944	-0.629934	-0.323176	0.706216	-0.745791	0.505479	-0.433919	-149.316	-147.507	603.633
-0.303498	-0.810749	-0.500575	-0.588269	-0.253839	0.767793	-0.749552	0.527496	-0.399899	-156.796	-159.953	605.855
-0.364851	-0.851867	-0.375774	-0.50258	-0.159556	0.849679	-0.783771	0.498863	-0.369917	-170.723	-171.659	614.528
-0.462338	-0.852585	-0.243604	-0.431146	-0.0239116	0.901965	-0.774827	0.522041	-0.356534	-176.976	-177.101	620.748
-0.513472	-0.851457	-0.106616	-0.313107	0.0702253	0.947118	-0.798943	0.519701	-0.302656	-186.771	-186.776	627.853
-0.554467	-0.831569	0.0325299	-0.209647	0.177401	0.961549	-0.805366	0.526328	-0.272699	-194.753	-191.287	635.432
-0.582947	-0.794285	0.171124	-0.0965184	0.276816	0.956063	-0.806757	0.540818	-0.238032	-200.464	-195.283	639.45
-0.629476	-0.714033	0.30646	0.0646441	0.344913	0.936406	-0.774326	0.609256	-0.170956	-204.014	-198.099	652.152
-0.652624	-0.619745	0.435888	0.232532	0.383702	0.893701	-0.721117	0.684609	-0.106303	-204.496	-203.875	656.69
-0.650217	-0.516827	0.556873	0.379613	0.41391	0.827389	-0.658112	0.749379	-0.0729372	-203.621	-207.67	670.605
-0.602886	-0.437702	0.667042	0.522974	0.414592	0.744722	-0.602517	0.797829	-0.0210447	-202.079	-209.369	680.251
-0.597022	-0.359055	0.717387	0.630033	0.343722	0.696358	-0.496612	0.867718	0.021007	-199.45	-211.541	690.627
-0.529851	-0.259664	0.807362	0.760589	0.275652	0.58781	-0.375184	0.925522	0.0514432	-191.447	-211.037	696.258
-0.439923	-0.170948	0.881614	0.857946	0.210041	0.468841	-0.265323	0.962632	0.0542619	-186.757	-209.724	712.164
-0.387462	-0.132055	0.912379	0.900664	0.15691	0.405197	-0.196669	0.978745	0.0581404	-181.116	-207.157	723.036
-0.267113	-0.0787488	0.960442	0.958654	0.079792	0.273158	-0.0981464	0.993696	0.0541794	-167.197	-204.352	734.862
-0.138	-0.0345451	0.98983	0.9901	0.0210724	0.138773	-0.025652	0.999181	0.0312951	-151.624	-200.331	752.63
-0.00327826	-0.000679066	0.999994	0.999075	-0.0428875	0.00324612	0.0428851	0.99908	0.000819034	-134.592	-197.726	764.138
0.134518	0.0166222	0.990772	0.97621	-0.173812	-0.129625	0.170054	0.984639	-0.0396076	-117.306	-194.545	781.635
0.203935	0.00865038	0.978946	0.941589	-0.275468	-0.193718	0.267993	0.961271	-0.0643226	-107.158	-187.074	794.356
0.33787	0.000843976	0.941193	0.879288	-0.356961	-0.315327	0.335703	0.934119	-0.121348	-96.6267	-177.812	812.187
0.463622	-0.0355483	0.88532	0.787341	-0.441759	-0.43005	0.406385	0.896429	-0.17682	-77.0008	-167.643	831.103
0.57912	-0.0672759	0.812462	0.693227	-0.483813	-0.534192	0.429018	0.872582	-0.233548	-66.1032	-161.871	850.088
0.676892	-0.132379	0.724081	0.564238	-0.53841	-0.6259	0.472708	0.83222	-0.289752	-46.1113	-150.555	857.087
0.718473	-0.169351	0.674624	0.478994	-0.582807	-0.65643	0.504343	0.794768	-0.337613	-25.493	-144.507	870.056
0.785486	-0.249371	0.566415	0.331265	-0.603663	-0.725159	0.522757	0.757235	-0.39156	-6.11846	-131.517	882.954
0.841564	-0.302417	0.447565	0.190477	-0.609208	-0.769795	0.505459	0.733082	-0.455084	3.87751	-118.043	889.822
0.85638	-0.344195	0.384894	0.0987346	-0.622505	-0.776362	0.506819	0.702863	-0.499117	13.3228	-111.136	895.687
0.868353	-0.425613	0.25459	-0.0546171	-0.592287	-0.803874	0.49293	0.684141	-0.53756	21.6651	-96.9786	908.14
0.874999	-0.469092	0.119706	-0.182764	-0.549034	-0.815573	0.448302	0.691747	-0.566137	29.6629	-82.3274	914.659
0.843958	-0.533942	0.0513831	-0.276918	-0.515725	-0.810768	0.459402	0.670025	-0.583109	36.5847	-67.8725	931.487
0.804794	-0.59331	-0.0170477	-0.365157	-0.472264	-0.802264	0.46794	0.651882	-0.596726	42.7375	-53.4143	948.653
0.758422	-0.646164	-0.0852585	-0.453693	-0.429485	-0.780836	0.467931	0.630884	-0.618891	53.0085	-46.5442	965.36
0.720113	-0.658095	-0.219884	-0.55245	-0.352067	-0.755545	0.419806	0.665552	-0.617092	61.1921	-32.3651	971.107
0.684777	-0.670427	-0.285673	-0.611936	-0.316112	-0.724988	0.395746	0.671268	-0.626724	64.0419	-18.4651	976.182
0.623317	-0.699273	-0.349989	-0.669788	-0.246452	-0.700461	0.403558	0.671028	-0.621983	65.703	-4.06562	981.428
0.582977	-0.699962	-0.412543	-0.712595	-0.196566	-0.673476	0.390316	0.686597	-0.613383	67.6566	9.01107	995.859
0.541085	-0.695304	-0.473053	-0.755228	-0.154304	-0.637041	0.369943	0.701956	-0.608605	66.8982	21.5501	1000.4
0.498143	-0.68529	-0.531255	-0.788716	-0.103557	-0.605973	0.360252	0.72087	-0.592085	64.9396	27.0167	1009.07
0.45464	-0.669965	-0.586898	-0.817765	-0.0528795	-0.573117	0.352934	0.740507	-0.571915	61.8072	38.2489	1021.39
0.387247	-0.611813	-0.689728	-0.861248	0.026967	-0.507468	0.329076	0.790542	-0.51648	54.1451	49.7158	1025.29
0.343597	-0.582695	-0.736483	-0.88264	0.0674869	-0.465179	0.320761	0.809884	-0.491122	48.803	60.3381	1032.38
0.301048	-0.54885	-0.779829	-0.897219	0.114019	-0.426613	0.323061	0.828108	-0.458113	38.03	69.1042	1038.89
0.244214	-0.51828	-0.819601	-0.902871	0.186852	-0.387183	0.353813	0.834549	-0.422308	24.4655	77.8222	1048.42
0.191888	-0.48066	-0.855655	-0.901717	0.257812	-0.347043	0.387407	0.838152	-0.383949	16.3547	85.494	1051.34
0.1448	-0.436723	-0.887866	-0.896941	0.32093	-0.304139	0.417767	0.840403	-0.345244	0.661272	88.7801	1056.64
0.0878225	-0.328382	-0.940453	-0.890636	0.396966	-0.22178	0.446156	0.857079	-0.257606	-17.2838	91.4936	1060.72
0.0639492	-0.270275	-0.960657	-0.886414	0.426843	-0.179097	0.458455	0.862992	-0.21228	-35.3238	93.6158	1062.82
0.0304681	-0.147451	-0.9886	-0.879553	0.465892	-0.0965955	0.474824	0.87247	-0.115496	-45.6539	95.1318	1067.46
0.0126577	-0.0852032	-0.996283	-0.856415	0.513373	-0.0547849	0.516133	0.853925	-0.0664712	-55.4037	96.0312	1068.99
-0.00395321	0.0428272	-0.999075	-0.828448	0.559403	0.0272579	0.560053	0.827789	0.0332686	-66.0849	96.3701	1072.71
-0.0110601	0.170556	-0.985286	-0.813595	0.571308	0.108028	0.581327	0.802819	0.132444	-86.0849	95.6734	1073.64
-0.00885344	0.233502	-0.972316	-0.799463	0.582415	0.147147	0.60065	0.778633	0.18152	-96.5823	94.7027	1075.58
0.00531939	0.355487	-0.934666	-0.768965	0.598974	0.223435	0.639269	0.717537	0.276543	-106.341	91.5299	1075.93
0.0169594	0.413798	-0.910211	-0.753909	0.603254	0.260203	0.65676	0.681803	0.322197	-115.797	87.4283	1075.03
0.043299	0.468841	-0.882221	-0.7229	0.62422	0.296252	0.689595	0.62493	0.365953	-124.834	82.2653	1074.77
0.0745412	0.520075	-0.850861	-0.691579	0.641673	0.331625	0.718444	0.563718	0.407504	-133.431	76.0733	1073.12
0.110081	0.567029	-0.816309	-0.66027	0.655608	0.366363	0.742917	0.498655	0.446562	-141.302	68.2782	1070.57
0.149285	0.60931	-0.778752	-0.629283	0.666041	0.40049	0.762704	0.430268	0.482859	-148.44	64.5672	1066.21
0.191497	0.646618	-0.738386	-0.598923	0.672991	0.434022	0.777573	0.359122	0.51615	-154.478	54.7542	1063.88
0.220115	0.684067	-0.695415	-0.588325	0.661743	0.464726	0.778089	0.306837	0.548113	-165.317	44.0309	1061.32
0.279139	0.747923	-0.602239	-0.574749	0.632553	0.519173	0.769249	0.201215	0.606438	-174.225	32.4717	1058.54
0.32087	0.804021	-0.500592	-0.576688	0.585122	0.570143	0.751314	0.105744	0.651418	-177.047	27.2736	1056.24
0.359738	0.846653	-0.392131	-0.587114	0.532036	0.61011	0.72518	0.0107461	0.688475	-181.083	20.7812	1048.54
0.394604	0.875606	-0.278573	-0.596889	0.474767	0.646776	0.698578	-0.0889436	0.709984	-183.643	13.9987	1039.49
0.424426	0.890913	-0.161666	-0.61053	0.413433	0.67552	0.668667	-0.188006	0.719401	-183.127	6.97336	1036.39
0.466713	0.883355	-0.0431565	-0.620446	0.361801	0.695806	0.630258	-0.297965	0.716932	-181.252	0.731107	1026.35
0.501213	0.862047	0.0752348	-0.641535	0.311836	0.70085	0.580705	-0.399541	0.70933	-177.18	-13.0529	1015.28
0.515024	0.846674	0.133768	-0.645864	0.280702	0.709976	0.563569	-0.45205	0.691405	-174.071	-20.5094	1007.44
0.519349	0.817629	0.248515	-0.673662	0.212787	0.707743	0.525791	-0.534981	0.661317	-164.785	-35.505	995.19
0.525882	0.794244	0.304342	-0.686541	0.185144	0.703124	0.502105	-0.578704	0.642645	-154.53	-42.9919	982.391
0.54376	0.758684	0.358781	-0.69721	0.170414	0.696316	0.467143	-0.628775	0.621627	-142.435	-49.7475	968.963
0.544179	0.731028	0.411664	-0.712137	0.143073	0.687307	0.443542	-0.667179	0.59845	-135.542	-64.3672	964.293
0.524782	0.679656	0.512515	-0.745502	0.0763352	0.662117	0.410889	-0.729548	0.546744	-126.993	-71.512	959.749
0.528446	0.637909	0.560194	-0.75553	0.0524253	0.653013	0.387195	-0.768325	0.509663	-118.672	-85.0225	944.68
0.527757	0.595425	0.605757	-0.772151	0.0391628	0.634231	0.353914	-0.802456	0.480426	-109.788	-91.6899	929.139
0.522812	0.552578	0.649096	-0.789438	0.0265409	0.613256	0.321644	-0.833039	0.450102	-91.1113	-98.0483	913.162
0.478221	0.489715	0.72903	-0.82482	-0.0346495	0.564332	0.301622	-0.871194	0.387356	-80.8632	-104.054	897.446
0.426155	0.423209	0.799554	-0.862109	-0.0778552	0.500706	0.274152	-0.902681	0.331674	-70.5022	-115.274	891.871
0.367358	0.35411	0.860032	-0.890822	-0.131856	0.4348	0.267367	-0.925862	0.267011	-60.5075	-120.451	874.835
0.302664	0.283436	0.909977	-0.914731	-0.18178	0.360865	0.267698	-0.941605	0.204249	-40.5693	-125.158	857.53
0.235924	0.208869	0.949059	-0.940559	-0.196455	0.277046	0.244314	-0.958008	0.150105	-30.6418	-129.363	846.74
0.161235	0.138901	0.977093	-0.952609	-0.236868	0.190867	0.257954	-0.961561	0.0941269	-11.558	-137.308	834.931
0.0844475	0.0689894	0.994037	-0.960466	-0.259957	0.0996374	0.265281	-0.963153	0.0443093	-2.537	-143.54	818.047
0.00390826	0.00311153	0.999987	-0.962561	-0.271027	0.00460531	0.271037	-0.962567	0.0019358	14.5239	-146.857	801.09
-0.0371958	-0.0281641	0.998911	-0.962601	-0.267427	-0.0433838	0.268357	-0.963167	-0.0171636	30.2519	-149.649	784.096
-0.078584	-0.0580698	0.995215	-0.950696	-0.296057	-0.0923433	0.300002	-0.953404	-0.0319414	44.9491	-152.311	767.099
-0.121007	-0.0852831	0.988981	-0.945742	-0.292749	-0.140961	0.301545	-0.952379	-0.0452313	58.0517	-153.978	749.145
-0.162663	-0.112038	0.9803	-0.927424	-0.321764	-0.190664	0.336787	-0.940168	-0.051568	68.7035	-155.051	731.277
-0.204037	-0.137455	0.969265	-0.905112	-0.350771	-0.240276	0.373017	-0.926318	-0.0528423	72.6497	-154.515	720.395
-0.246551	-0.159126	0.955977	-0.891928	-0.348555	-0.288051	0.379046	-0.923682	-0.0559921	76.3684	-153.198	702.833
-0.32553	-0.205795	0.922864	-0.847708	-0.368821	-0.381265	0.418834	-0.906432	-0.0543918	81.7013	-150.64	697.909
-0.403628	-0.245188	0.881458	-0.797021	-0.378856	-0.470346	0.449268	-0.892385	-0.0425032	84.8639	-146.848	686.523
-0.44358	-0.259278	0.857911	-0.758942	-0.400481	-0.513441	0.476702	-0.878857	-0.0191312	84.3564	-140.939	670.486
-0.513851	-0.294856	0.805616	-0.703772	-0.392121	-0.592407	0.490574	-0.871379	-0.00601974	82.0902	-138.263	665.676
-0.550588	-0.30499	0.777068	-0.67113	-0.391842	-0.62932	0.496424	-0.86801	0.0110558	78.6172	-130.916	660.33
-0.585897	-0.313789	0.747169	-0.636281	-0.39286	-0.663933	0.501868	-0.864406	0.0305173	75.7994	-127.028	649.924
-0.619667	-0.321396	0.716043	-0.584436	-0.419997	-0.694289	0.523878	-0.848709	0.0724229	70.9864	-116.934	640.244
-0.67871	-0.341486	0.650185	-0.515783	-0.408591	-0.753008	0.522801	-0.846428	0.101182	66.1232	-111.921	625.93
-0.731881	-0.357861	0.579902	-0.426448	-0.423228	-0.799387	0.5315	-0.832355	0.157143	54.5191	-100.126	612.061
-0.757935	-0.360833	0.543446	-0.382409	-0.429154	-0.818285	0.528487	-0.828025	0.187285	47.0829	-93.8631	603.177
-0.782064	-0.363224	0.506404	-0.337385	-0.43644	-0.834081	0.523973	-0.823158	0.218777	39.6285	-80.694	590.299
-0.820232	-0.376676	0.430505	-0.239671	-0.457049	-0.856542	0.5194	-0.805743	0.284608	23.3333	-66.9718	577.964
-0.851929	-0.387286	0.352459	-0.141288	-0.478111	-0.866861	0.504238	-0.788302	0.352598	5.37436	-59.757	574.1
-0.867241	-0.387217	0.312979	-0.0784959	-0.514416	-0.853941	0.491661	-0.76514	0.415727	-13.4411	-52.2403	563.213
-0.889015	-0.393847	0.233532	0.000877962	-0.511496	-0.859285	0.457878	-0.763712	0.455073	-23.2836	-44.8433	559.465
-0.897941	-0.395184	0.193732	0.0620921	-0.54953	-0.833163	0.435714	-0.736102	0.517983	-33.1326	-36.8885	556.331
-0.910848	-0.396583	0.114361	0.149164	-0.574639	-0.804698	0.384846	-0.715899	0.582565	-43.1117	-29.3885	547.708
-0.915481	-0.395321	0.0749387	0.202151	-0.612937	-0.763835	0.347892	-0.684127	0.641047	-53.1	-21.2325	539.886
-0.918881	-0.394522	-0.00304257	0.266525	-0.615039	-0.742086	0.290898	-0.6827	0.670298	-62.9734	-5.67397	537.552
-0.91618	-0.392733	-0.0798465	0.327329	-0.618337	-0.714503	0.231237	-0.680749	0.695061	-72.6101	9.69904	534.732
-0.912832	-0.391059	-0.11752	0.359541	-0.633314	-0.685306	0.193568	-0.667822	0.718711	-81.4107	23.8698	532.961
-0.907896	-0.389707	-0.154444	0.389593	-0.648433	-0.654027	0.154732	-0.653959	0.740537	-98.4465	37.5819	531.479
-0.901762	-0.387953	-0.190573	0.420954	-0.688192	-0.590923	0.0980988	-0.613094	0.783896	-114.228	44.1611	529.1
-0.893868	-0.387279	-0.225863	0.446644	-0.725599	-0.523464	0.0388403	-0.568788	0.821566	-121.78	56.6745	526.357
-0.875587	-0.383006	-0.294372	0.482042	-0.732322	-0.480978	-0.0313575	-0.563037	0.825836	-128.559	62.5652	524.184
-0.853827	-0.375742	-0.360274	0.510272	-0.741017	-0.436481	-0.102965	-0.556517	0.824431	-140.402	68.0491	522.892
-0.840027	-0.375056	-0.392029	0.522206	-0.754923	-0.396728	-0.147156	-0.537982	0.830012	-145.393	79.0808	522.9
-0.825161	-0.374664	-0.422772	0.523105	-0.7893	-0.321506	-0.213237	-0.486449	0.847288	-149.393	89.1078	523.202
-0.796617	-0.36518	-0.48171	0.533451	-0.799504	-0.276086	-0.284308	-0.476904	0.831704	-151.354	98.0527	523.804
-0.78053	-0.361663	-0.509876	0.516608	-0.832448	-0.200367	-0.35198	-0.419798	0.836588	-154.119	105.846	524.647
-0.746348	-0.354092	-0.563546	0.499272	-0.857776	-0.122259	-0.440105	-0.372611	0.816987	-153.916	111.734	524.921
-0.726603	-0.353674	-0.589035	0.469092	-0.881778	-0.0492016	-0.501997	-0.312061	0.806608	-152.304	114.094	527.018
-0.691034	-0.341049	-0.637305	0.451977	-0.891938	-0.0127678	-0.564083	-0.29687	0.770505	-150.868	116.346	527.969
-0.651713	-0.331316	-0.682275	0.407477	-0.911648	0.0534769	-0.639713	-0.24316	0.729137	-144.97	117.872	533.384
-0.629439	-0.330193	-0.703405	0.356575	-0.927027	0.116086	-0.690406	-0.177747	0.701246	-137.03	119.185	540.401
-0.588388	-0.319024	-0.742983	0.295758	-0.940114	0.16945	-0.752547	-0.120041	0.647505	-131.742	119.225	545.005
-0.546431	-0.306714	-0.77932	0.264849	-0.946057	0.186633	-0.794524	-0.10442	0.598188	-120.64	117.794	550.223
-0.503895	-0.293249	-0.812462	0.23219	-0.951971	0.199597	-0.831972	-0.0880696	0.547783	-107.269	115	556.047
-0.480215	-0.290174	-0.827764	0.203079	-0.954835	0.216905	-0.853318	-0.0639408	0.517454	-92.7732	112.815	565.855
-0.440247	-0.271285	-0.855913	0.117311	-0.962471	0.244719	-0.89018	0.00732839	0.45555	-76.5766	110.268	569.489
-0.416724	-0.267458	-0.868796	0.0420337	-0.960384	0.275492	-0.908061	0.0782853	0.411458	-67.8485	106.676	573.187
-0.377593	-0.24751	-0.892279	-0.0503888	-0.956694	0.286702	-0.9246	0.153217	0.348769	-49.6421	98.7377	581.301
-0.336544	-0.230446	-0.913035	-0.134745	-0.947831	0.288895	-0.931977	0.220252	0.287936	-40.2454	94.5239	594.249
-0.316435	-0.221618	-0.922364	-0.223312	-0.927599	0.299487	-0.921955	0.300743	0.244035	-20.6622	89.8083	607.907
-0.294418	-0.216016	-0.930943	-0.254994	-0.921047	0.294364	-0.92103	0.324051	0.21609	-10.7058	79.4389	612.608
-0.272958	-0.210072	-0.93881	-0.285989	-0.91403	0.287678	-0.918534	0.347014	0.189413	8.82527	72.9256	617.815
-0.252102	-0.203781	-0.946001	-0.316218	-0.906563	0.279555	-0.914577	0.369619	0.164108	28.6596	60.9018	622.865
-0.231901	-0.197147	-0.952552	-0.392326	-0.877112	0.277047	-0.890113	0.437958	0.126057	48.0867	54.5375	638.988
-0.197947	-0.177242	-0.964055	-0.424303	-0.871104	0.247274	-0.88362	0.457998	0.0972283	66.867	46.8687	655.033
-0.167745	-0.154269	-0.973685	-0.51104	-0.831004	0.219705	-0.84303	0.534446	0.0605592	75.818	32.0007	671.466
-0.150256	-0.146018	-0.977805	-0.53584	-0.819138	0.204664	-0.830842	0.554699	0.0448379	92.6208	17.7044	688.984
-0.13364	-0.137472	-0.981449	-0.559557	-0.806903	0.189216	-0.817946	0.574464	0.0309114	100.369	3.07978	701.175
-0.106281	-0.115949	-0.987553	-0.626863	-0.763135	0.157063	-0.771847	0.635753	0.0084227	106.391	-5.26158	706.957
-0.0823971	-0.0926683	-0.992282	-0.660127	-0.740848	0.124003	-0.746621	0.66525	-0.000129211	117.723	-21.0951	725.426
-0.0692011	-0.0828902	-0.994153	-0.67916	-0.72603	0.10781	-0.730721	0.682649	-0.0060536	121.977	-29.3803	738.195
-0.048525	-0.0600556	-0.997015	-0.747212	-0.66021	0.076135	-0.662812	0.748676	-0.0128376	130.532	-36.8357	745.123
-0.0384583	-0.0492356	-0.998046	-0.77341	-0.630971	0.0609293	-0.632739	0.774242	-0.0138133	133.78	-52.1695	763.078
-0.0206727	-0.0274105	-0.99941	-0.798538	-0.601038	0.0330022	-0.601589	0.79875	-0.00946326	137.225	-59.8934	769.077
-0.0123129	-0.0169306	-0.999781	-0.852765	-0.521937	0.0193409	-0.52215	0.852816	-0.00801123	137.451	-67.3108	781.072
-0.00459427	-0.00681574	-0.999966	-0.891217	-0.45352	0.00718581	-0.453554	0.89122	-0.00399071	137.401	-74.3668	794.021
0.00201308	0.00323582	-0.999993	-0.924041	-0.382281	-0.00309719	-0.382288	0.924041	0.00222047	135.563	-87.497	805.921
0.013141	0.0230018	-0.999649	-0.931529	-0.363083	-0.0206001	-0.36343	0.931473	0.0166556	130.496	-99.799	812.76
0.0229019	0.0419347	-0.998858	-0.944757	-0.325862	-0.035342	-0.326972	0.944487	0.0321553	123.399	-105.479	819.499
0.0312639	0.0600178	-0.997707	-0.956452	-0.288031	-0.0472979	-0.29021	0.955738	0.0483992	114.359	-116.186	826.114
0.0382618	0.0771968	-0.996281	-0.966662	-0.249748	-0.056476	-0.253179	0.965229	0.0650675	103.491	-125.983	837.467
0.0439381	0.0934201	-0.994657	-0.986528	-0.152989	-0.057948	-0.157585	0.983802	0.0854394	97.2877	-134.799	854.186
0.0460524	0.10963	-0.992905	-0.989022	-0.134704	-0.0607455	-0.140408	0.984802	0.102223	83.1867	-138.687	860.293
0.0463172	0.117228	-0.992024	-0.993686	-0.0961835	-0.0577609	-0.102188	0.988436	0.112033	75.5003	-144.711	876.262
0.0459795	0.124253	-0.991185	-0.998936	0.00227371	-0.0460541	-0.00346869	0.992248	0.124226	67.0723	-147.481	892.285
0.0438982	0.137123	-0.989581	-0.996341	0.0787213	-0.0332899	0.0733363	0.987421	0.140077	49.1266	-148.838	897.305
0.0389386	0.14385	-0.988833	-0.987934	0.153994	-0.0165011	0.1499	0.977544	0.14811	30.7637	-151.989	907.004
0.0366352	0.148945	-0.988166	-0.968134	0.250425	0.00185379	0.247737	0.95661	0.153374	21.5973	-152.949	911.671
